EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/synch/sxlock/innodb/trx_purge_latch	44790	8.5914	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	34994	5.5463	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	3358	0.6883	0.0002
wait/synch/mutex/innodb/ibuf_mutex	2389	0.3757	0.0002
wait/io/file/sql/casetest	10	0.1808	0.0181
wait/io/file/mysys/cnf	5	0.1497	0.0299
wait/synch/mutex/innodb/innobase_share_mutex	334	0.1425	0.0004
wait/synch/sxlock/innodb/dict_table_stats	376	0.1248	0.0003
wait/io/file/sql/pid	3	0.0878	0.0293
wait/synch/mutex/innodb/recalc_pool_mutex	377	0.0672	0.0002
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0345	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	208	0.0274	0.0001
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0104	0.0001
wait/io/file/sql/global_ddl_log	2	0.0082	0.0041
wait/synch/mutex/innodb/thread_mutex	32	0.0033	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	57	0.0022	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	4	0.0008	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0001	0.0001
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	585178152	40403611.7564	0.0690
wait/io/file/innodb/innodb_data_file	68995879	21426915.3835	0.3106
wait/synch/sxlock/innodb/btr_search_latch	412772364	4110574.7534	0.0100
wait/synch/mutex/innodb/lock_mutex	616234236	539333.4097	0.0009
wait/synch/sxlock/innodb/index_tree_rw_lock	498045146	519975.8926	0.0010
wait/synch/sxlock/innodb/hash_table_locks	3577902478	417639.4785	0.0001
wait/lock/table/sql/handler	314419411	263734.6816	0.0008
wait/synch/mutex/innodb/log_sys_mutex	452962404	162299.6571	0.0004
wait/synch/mutex/innodb/fil_system_mutex	632791091	150969.4791	0.0002
wait/synch/sxlock/innodb/fil_space_latch	11036898	131722.6397	0.0119
wait/synch/mutex/innodb/buf_pool_mutex	541531792	126334.7539	0.0002
wait/synch/mutex/innodb/trx_mutex	3213160232	120190.7578	0.0000
wait/io/file/innodb/innodb_log_file	33512	98488.7715	2.9389
wait/synch/mutex/innodb/trx_sys_mutex	292084221	69657.2396	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	3586021	29440.1397	0.0082
wait/synch/mutex/innodb/buf_dblwr_mutex	16080917	24314.7360	0.0015
wait/synch/sxlock/innodb/dict_operation_lock	215011043	20160.1883	0.0001
wait/synch/mutex/innodb/redo_rseg_mutex	61392470	19947.2543	0.0003
wait/synch/mutex/innodb/sync_array_mutex	41237640	12727.3378	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	154129279	6597.5714	0.0000
wait/synch/mutex/innodb/flush_list_mutex	77853448	6294.1620	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	45450615	5770.3444	0.0001
wait/synch/mutex/innodb/nvdimm_static_region_mutex	28589258	2279.9933	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	688	2192.4937	3.1868
wait/synch/mutex/innodb/trx_pool_mutex	380	1271.4646	3.3460
wait/synch/mutex/innodb/dict_sys_mutex	5437902	1171.0093	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	10620744	664.7085	0.0001
wait/synch/mutex/innodb/srv_sys_mutex	8461504	578.0585	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	164876	359.9081	0.0022
wait/synch/mutex/innodb/purge_sys_pq_mutex	1207506	126.1258	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	431053	90.9629	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	41.1116	0.0000
wait/io/file/sql/ERRMSG	5	38.5120	7.7024
wait/io/file/sql/dbopt	184	15.0763	0.0819
wait/io/file/sql/FRM	1365	14.2643	0.0104
wait/io/file/mysys/charset	3	9.5689	3.1896
wait/synch/sxlock/innodb/trx_purge_latch	44960	8.6217	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	35110	5.5592	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	3368	0.6902	0.0002
wait/synch/mutex/innodb/ibuf_mutex	2399	0.3771	0.0002
wait/io/file/sql/casetest	10	0.1808	0.0181
wait/io/file/mysys/cnf	5	0.1497	0.0299
wait/synch/mutex/innodb/innobase_share_mutex	334	0.1425	0.0004
wait/synch/sxlock/innodb/dict_table_stats	376	0.1248	0.0003
wait/io/file/sql/pid	3	0.0878	0.0293
wait/synch/mutex/innodb/recalc_pool_mutex	378	0.0674	0.0002
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0345	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	208	0.0274	0.0001
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0104	0.0001
wait/io/file/sql/global_ddl_log	2	0.0082	0.0041
wait/synch/mutex/innodb/thread_mutex	32	0.0033	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	57	0.0022	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	4	0.0008	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0001	0.0001
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	587346817	40582165.3682	0.0691
wait/io/file/innodb/innodb_data_file	69275063	21531178.6027	0.3108
wait/synch/sxlock/innodb/btr_search_latch	414343177	4121964.4293	0.0099
wait/synch/mutex/innodb/lock_mutex	618517746	541815.5551	0.0009
wait/synch/sxlock/innodb/index_tree_rw_lock	499878694	522811.3338	0.0010
wait/synch/sxlock/innodb/hash_table_locks	3591170522	419178.2901	0.0001
wait/lock/table/sql/handler	315584312	264714.1213	0.0008
wait/synch/mutex/innodb/log_sys_mutex	454647952	162823.8366	0.0004
wait/synch/mutex/innodb/fil_system_mutex	635205024	151585.1082	0.0002
wait/synch/sxlock/innodb/fil_space_latch	11076825	132456.2848	0.0120
wait/synch/mutex/innodb/buf_pool_mutex	543704834	126752.7714	0.0002
wait/synch/mutex/innodb/trx_mutex	3225065142	120643.9443	0.0000
wait/io/file/innodb/innodb_log_file	33542	98752.1238	2.9441
wait/synch/mutex/innodb/trx_sys_mutex	293167644	69890.5960	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	3608478	29648.2000	0.0082
wait/synch/mutex/innodb/buf_dblwr_mutex	16160815	24448.7762	0.0015
wait/synch/sxlock/innodb/dict_operation_lock	215808324	20232.0979	0.0001
wait/synch/mutex/innodb/redo_rseg_mutex	61620320	20007.0330	0.0003
wait/synch/mutex/innodb/sync_array_mutex	41383086	12762.6004	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	154700510	6622.1857	0.0000
wait/synch/mutex/innodb/flush_list_mutex	78182174	6317.8220	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	45628495	5790.2088	0.0001
wait/synch/mutex/innodb/nvdimm_static_region_mutex	28693816	2287.6771	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	690	2198.2581	3.1859
wait/synch/mutex/innodb/trx_pool_mutex	380	1271.4646	3.3460
wait/synch/mutex/innodb/dict_sys_mutex	5457279	1174.0098	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	10670397	667.7696	0.0001
wait/synch/mutex/innodb/srv_sys_mutex	8492698	579.6820	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	165494	361.0111	0.0022
wait/synch/mutex/innodb/purge_sys_pq_mutex	1213133	126.7009	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	432313	91.1761	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	41.1116	0.0000
wait/io/file/sql/ERRMSG	5	38.5120	7.7024
wait/io/file/sql/dbopt	184	15.0763	0.0819
wait/io/file/sql/FRM	1365	14.2643	0.0104
wait/io/file/mysys/charset	3	9.5689	3.1896
wait/synch/sxlock/innodb/trx_purge_latch	45112	8.6657	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	35213	5.5644	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	3378	0.6917	0.0002
wait/synch/mutex/innodb/ibuf_mutex	2409	0.3788	0.0002
wait/io/file/sql/casetest	10	0.1808	0.0181
wait/io/file/mysys/cnf	5	0.1497	0.0299
wait/synch/mutex/innodb/innobase_share_mutex	334	0.1425	0.0004
wait/synch/sxlock/innodb/dict_table_stats	376	0.1248	0.0003
wait/io/file/sql/pid	3	0.0878	0.0293
wait/synch/mutex/innodb/recalc_pool_mutex	379	0.0676	0.0002
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0345	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	208	0.0274	0.0001
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0104	0.0001
wait/io/file/sql/global_ddl_log	2	0.0082	0.0041
wait/synch/mutex/innodb/thread_mutex	32	0.0033	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	57	0.0022	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	4	0.0008	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0001	0.0001
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	589557191	40759016.2645	0.0691
wait/io/file/innodb/innodb_data_file	69557575	21634625.4832	0.3110
wait/synch/sxlock/innodb/btr_search_latch	415937387	4134002.7964	0.0099
wait/synch/mutex/innodb/lock_mutex	620838680	544436.5458	0.0009
wait/synch/sxlock/innodb/index_tree_rw_lock	501749187	525083.3440	0.0010
wait/synch/sxlock/innodb/hash_table_locks	3604669996	420743.6895	0.0001
wait/lock/table/sql/handler	316771310	265707.7042	0.0008
wait/synch/mutex/innodb/log_sys_mutex	456362497	163341.2246	0.0004
wait/synch/mutex/innodb/fil_system_mutex	637655963	152190.3481	0.0002
wait/synch/sxlock/innodb/fil_space_latch	11116764	133021.0136	0.0120
wait/synch/mutex/innodb/buf_pool_mutex	545877494	127224.1228	0.0002
wait/synch/mutex/innodb/trx_mutex	3237177816	121097.9101	0.0000
wait/io/file/innodb/innodb_log_file	33580	99101.3204	2.9512
wait/synch/mutex/innodb/trx_sys_mutex	294268774	70167.4117	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	3630218	29807.7476	0.0082
wait/synch/mutex/innodb/buf_dblwr_mutex	16240842	24581.7180	0.0015
wait/synch/sxlock/innodb/dict_operation_lock	216618880	20304.5591	0.0001
wait/synch/mutex/innodb/redo_rseg_mutex	61851769	20055.0344	0.0003
wait/synch/mutex/innodb/sync_array_mutex	41534448	12801.3282	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	155281759	6647.2138	0.0000
wait/synch/mutex/innodb/flush_list_mutex	78512810	6341.3355	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	45809134	5810.7693	0.0001
wait/synch/mutex/innodb/nvdimm_static_region_mutex	28800469	2295.5635	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	694	2214.4373	3.1908
wait/synch/mutex/innodb/trx_pool_mutex	380	1271.4646	3.3460
wait/synch/mutex/innodb/dict_sys_mutex	5477947	1176.5119	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	10720853	670.8910	0.0001
wait/synch/mutex/innodb/srv_sys_mutex	8524967	581.6280	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	166085	362.3103	0.0022
wait/synch/mutex/innodb/purge_sys_pq_mutex	1218663	127.2733	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	433605	91.3766	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	41.1116	0.0000
wait/io/file/sql/ERRMSG	5	38.5120	7.7024
wait/io/file/sql/dbopt	184	15.0763	0.0819
wait/io/file/sql/FRM	1365	14.2643	0.0104
wait/io/file/mysys/charset	3	9.5689	3.1896
wait/synch/sxlock/innodb/trx_purge_latch	45270	8.7004	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	35335	5.5707	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	3388	0.6937	0.0002
wait/synch/mutex/innodb/ibuf_mutex	2419	0.3801	0.0002
wait/io/file/sql/casetest	10	0.1808	0.0181
wait/io/file/mysys/cnf	5	0.1497	0.0299
wait/synch/mutex/innodb/innobase_share_mutex	334	0.1425	0.0004
wait/synch/sxlock/innodb/dict_table_stats	376	0.1248	0.0003
wait/io/file/sql/pid	3	0.0878	0.0293
wait/synch/mutex/innodb/recalc_pool_mutex	380	0.0678	0.0002
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0345	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	208	0.0274	0.0001
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0104	0.0001
wait/io/file/sql/global_ddl_log	2	0.0082	0.0041
wait/synch/mutex/innodb/thread_mutex	32	0.0033	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	57	0.0022	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	4	0.0008	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0001	0.0001
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	591660143	40939777.6870	0.0692
wait/io/file/innodb/innodb_data_file	69828855	21743033.6337	0.3114
wait/synch/sxlock/innodb/btr_search_latch	417466196	4145048.0971	0.0099
wait/synch/mutex/innodb/lock_mutex	623055936	547024.7987	0.0009
wait/synch/sxlock/innodb/index_tree_rw_lock	503534416	527629.7586	0.0010
wait/synch/sxlock/innodb/hash_table_locks	3617579710	422259.2941	0.0001
wait/lock/table/sql/handler	317901391	266663.2736	0.0008
wait/synch/mutex/innodb/log_sys_mutex	458002570	163847.1449	0.0004
wait/synch/mutex/innodb/fil_system_mutex	640006132	152786.5212	0.0002
wait/synch/sxlock/innodb/fil_space_latch	11155277	133565.2770	0.0120
wait/synch/mutex/innodb/buf_pool_mutex	547975461	127638.6411	0.0002
wait/synch/mutex/innodb/trx_mutex	3248744223	121537.8567	0.0000
wait/io/file/innodb/innodb_log_file	33614	99446.2380	2.9585
wait/synch/mutex/innodb/trx_sys_mutex	295320566	70391.9517	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	3651136	29949.6386	0.0082
wait/synch/mutex/innodb/buf_dblwr_mutex	16317374	24711.9550	0.0015
wait/synch/sxlock/innodb/dict_operation_lock	217393080	20374.6132	0.0001
wait/synch/mutex/innodb/redo_rseg_mutex	62073106	20099.1335	0.0003
wait/synch/mutex/innodb/sync_array_mutex	41677118	12842.1372	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	155837148	6671.3721	0.0000
wait/synch/mutex/innodb/flush_list_mutex	78832166	6364.5230	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	45982130	5830.5912	0.0001
wait/synch/mutex/innodb/nvdimm_static_region_mutex	28902187	2303.3484	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	696	2220.9418	3.1910
wait/synch/mutex/innodb/trx_pool_mutex	380	1271.4646	3.3460
wait/synch/mutex/innodb/dict_sys_mutex	5498121	1179.0168	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	10769352	673.8967	0.0001
wait/synch/mutex/innodb/srv_sys_mutex	8555581	583.6933	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	166748	363.3345	0.0022
wait/synch/mutex/innodb/purge_sys_pq_mutex	1223882	127.8333	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	434787	91.5559	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	41.1116	0.0000
wait/io/file/sql/ERRMSG	5	38.5120	7.7024
wait/io/file/sql/dbopt	184	15.0763	0.0819
wait/io/file/sql/FRM	1365	14.2643	0.0104
wait/io/file/mysys/charset	3	9.5689	3.1896
wait/synch/sxlock/innodb/trx_purge_latch	45449	8.7338	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	35451	5.5790	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	3397	0.6953	0.0002
wait/synch/mutex/innodb/ibuf_mutex	2428	0.3813	0.0002
wait/io/file/sql/casetest	10	0.1808	0.0181
wait/io/file/mysys/cnf	5	0.1497	0.0299
wait/synch/mutex/innodb/innobase_share_mutex	334	0.1425	0.0004
wait/synch/sxlock/innodb/dict_table_stats	376	0.1248	0.0003
wait/io/file/sql/pid	3	0.0878	0.0293
wait/synch/mutex/innodb/recalc_pool_mutex	381	0.0679	0.0002
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0345	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	208	0.0274	0.0001
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0104	0.0001
wait/io/file/sql/global_ddl_log	2	0.0082	0.0041
wait/synch/mutex/innodb/thread_mutex	32	0.0033	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	57	0.0022	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	4	0.0008	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0001	0.0001
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	593828566	41118614.6818	0.0692
wait/io/file/innodb/innodb_data_file	70112041	21849046.5858	0.3116
wait/synch/sxlock/innodb/btr_search_latch	419041554	4156628.1252	0.0099
wait/synch/mutex/innodb/lock_mutex	625339148	549363.7954	0.0009
wait/synch/sxlock/innodb/index_tree_rw_lock	505376909	529945.4071	0.0010
wait/synch/sxlock/innodb/hash_table_locks	3630900587	423791.0788	0.0001
wait/lock/table/sql/handler	319066111	267632.9010	0.0008
wait/synch/mutex/innodb/log_sys_mutex	459692356	164389.3482	0.0004
wait/synch/mutex/innodb/fil_system_mutex	642440300	153404.5923	0.0002
wait/synch/sxlock/innodb/fil_space_latch	11195263	134378.0265	0.0120
wait/synch/mutex/innodb/buf_pool_mutex	550162753	128046.7657	0.0002
wait/synch/mutex/innodb/trx_mutex	3260648325	121981.7108	0.0000
wait/io/file/innodb/innodb_log_file	33644	99764.0342	2.9653
wait/synch/mutex/innodb/trx_sys_mutex	296403470	70613.0760	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	3673772	30180.8225	0.0082
wait/synch/mutex/innodb/buf_dblwr_mutex	16398382	24863.3925	0.0015
wait/synch/sxlock/innodb/dict_operation_lock	218190323	20445.3847	0.0001
wait/synch/mutex/innodb/redo_rseg_mutex	62300708	20190.7796	0.0003
wait/synch/mutex/innodb/sync_array_mutex	41827992	12898.6481	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	156408672	6696.0278	0.0000
wait/synch/mutex/innodb/flush_list_mutex	79163237	6388.2016	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	46160945	5850.4098	0.0001
wait/synch/mutex/innodb/nvdimm_static_region_mutex	29008276	2311.1656	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	700	2238.2518	3.1975
wait/synch/mutex/innodb/trx_pool_mutex	380	1271.4646	3.3460
wait/synch/mutex/innodb/dict_sys_mutex	5518332	1181.4784	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	10819109	676.9553	0.0001
wait/synch/mutex/innodb/srv_sys_mutex	8586835	585.4643	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	167300	364.4725	0.0022
wait/synch/mutex/innodb/purge_sys_pq_mutex	1228757	128.3460	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	436006	91.7484	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	41.1116	0.0000
wait/io/file/sql/ERRMSG	5	38.5120	7.7024
wait/io/file/sql/dbopt	184	15.0763	0.0819
wait/io/file/sql/FRM	1365	14.2643	0.0104
wait/io/file/mysys/charset	3	9.5689	3.1896
wait/synch/sxlock/innodb/trx_purge_latch	45603	8.7622	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	35570	5.5859	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	3407	0.6977	0.0002
wait/synch/mutex/innodb/ibuf_mutex	2438	0.3828	0.0002
wait/io/file/sql/casetest	10	0.1808	0.0181
wait/io/file/mysys/cnf	5	0.1497	0.0299
wait/synch/mutex/innodb/innobase_share_mutex	334	0.1425	0.0004
wait/synch/sxlock/innodb/dict_table_stats	376	0.1248	0.0003
wait/io/file/sql/pid	3	0.0878	0.0293
wait/synch/mutex/innodb/recalc_pool_mutex	382	0.0681	0.0002
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0345	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	208	0.0274	0.0001
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0104	0.0001
wait/io/file/sql/global_ddl_log	2	0.0082	0.0041
wait/synch/mutex/innodb/thread_mutex	32	0.0033	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	57	0.0022	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	4	0.0008	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0001	0.0001
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	596024218	41293825.3564	0.0693
wait/io/file/innodb/innodb_data_file	70392600	21952401.0702	0.3119
wait/synch/sxlock/innodb/btr_search_latch	420634741	4167629.4730	0.0099
wait/synch/mutex/innodb/lock_mutex	627648770	551735.6565	0.0009
wait/synch/sxlock/innodb/index_tree_rw_lock	507237284	532441.5675	0.0010
wait/synch/sxlock/innodb/hash_table_locks	3644359340	425355.0302	0.0001
wait/lock/table/sql/handler	320245231	268627.6666	0.0008
wait/synch/mutex/innodb/log_sys_mutex	461400000	164926.1461	0.0004
wait/synch/mutex/innodb/fil_system_mutex	644882714	154005.6917	0.0002
wait/synch/sxlock/innodb/fil_space_latch	11235495	135376.3953	0.0120
wait/synch/mutex/innodb/buf_pool_mutex	552363412	128528.2409	0.0002
wait/synch/mutex/innodb/trx_mutex	3272699145	122437.4697	0.0000
wait/io/file/innodb/innodb_log_file	33676	100101.0680	2.9725
wait/synch/mutex/innodb/trx_sys_mutex	297499045	70848.2173	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	3694492	30395.2648	0.0082
wait/synch/mutex/innodb/buf_dblwr_mutex	16477028	24984.7097	0.0015
wait/synch/sxlock/innodb/dict_operation_lock	218996625	20523.3188	0.0001
wait/synch/mutex/innodb/redo_rseg_mutex	62531449	20507.2085	0.0003
wait/synch/mutex/innodb/sync_array_mutex	41976013	12938.0451	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	156987127	6721.2195	0.0000
wait/synch/mutex/innodb/flush_list_mutex	79499666	6412.4622	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	46341626	5871.4898	0.0001
wait/synch/mutex/innodb/nvdimm_static_region_mutex	29114423	2319.1734	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	702	2244.0543	3.1967
wait/synch/mutex/innodb/trx_pool_mutex	380	1271.4646	3.3460
wait/synch/mutex/innodb/dict_sys_mutex	5539316	1184.1329	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	10869402	680.0318	0.0001
wait/synch/mutex/innodb/srv_sys_mutex	8618669	587.2830	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	167957	365.7862	0.0022
wait/synch/mutex/innodb/purge_sys_pq_mutex	1234572	128.9255	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	437274	91.9424	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	41.1116	0.0000
wait/io/file/sql/ERRMSG	5	38.5120	7.7024
wait/io/file/sql/dbopt	184	15.0763	0.0819
wait/io/file/sql/FRM	1365	14.2643	0.0104
wait/io/file/mysys/charset	3	9.5689	3.1896
wait/synch/sxlock/innodb/trx_purge_latch	45781	8.7948	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	35678	5.5920	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	3417	0.6998	0.0002
wait/synch/mutex/innodb/ibuf_mutex	2448	0.3844	0.0002
wait/io/file/sql/casetest	10	0.1808	0.0181
wait/io/file/mysys/cnf	5	0.1497	0.0299
wait/synch/mutex/innodb/innobase_share_mutex	334	0.1425	0.0004
wait/synch/sxlock/innodb/dict_table_stats	376	0.1248	0.0003
wait/io/file/sql/pid	3	0.0878	0.0293
wait/synch/mutex/innodb/recalc_pool_mutex	383	0.0683	0.0002
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0345	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	208	0.0274	0.0001
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0104	0.0001
wait/io/file/sql/global_ddl_log	2	0.0082	0.0041
wait/synch/mutex/innodb/thread_mutex	32	0.0033	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	58	0.0022	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	4	0.0008	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0001	0.0001
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	598176976	41472304.4192	0.0693
wait/io/file/innodb/innodb_data_file	70668624	22057885.7430	0.3121
wait/synch/sxlock/innodb/btr_search_latch	422195525	4179294.7970	0.0099
wait/synch/mutex/innodb/lock_mutex	629910281	554200.9571	0.0009
wait/synch/sxlock/innodb/index_tree_rw_lock	509060246	534607.9388	0.0010
wait/synch/sxlock/innodb/hash_table_locks	3657533811	426899.5702	0.0001
wait/lock/table/sql/handler	321399130	269600.4843	0.0008
wait/synch/mutex/innodb/log_sys_mutex	463072444	165450.0636	0.0004
wait/synch/mutex/innodb/fil_system_mutex	647275692	154598.6226	0.0002
wait/synch/sxlock/innodb/fil_space_latch	11274728	136225.8423	0.0121
wait/synch/mutex/innodb/buf_pool_mutex	554513860	128936.0831	0.0002
wait/synch/mutex/innodb/trx_mutex	3284491266	122883.5853	0.0000
wait/io/file/innodb/innodb_log_file	33726	100524.1329	2.9806
wait/synch/mutex/innodb/trx_sys_mutex	298571674	71071.4492	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	3715941	30645.1661	0.0082
wait/synch/mutex/innodb/buf_dblwr_mutex	16554587	25140.3371	0.0015
wait/synch/mutex/innodb/redo_rseg_mutex	62757556	20618.2420	0.0003
wait/synch/sxlock/innodb/dict_operation_lock	219785001	20595.9056	0.0001
wait/synch/mutex/innodb/sync_array_mutex	42122264	12973.0801	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	157553480	6745.7235	0.0000
wait/synch/mutex/innodb/flush_list_mutex	79824548	6436.8020	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	46517910	5892.6619	0.0001
wait/synch/mutex/innodb/nvdimm_static_region_mutex	29218208	2327.1530	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	706	2256.2853	3.1959
wait/synch/mutex/innodb/trx_pool_mutex	380	1271.4646	3.3460
wait/synch/mutex/innodb/dict_sys_mutex	5559393	1186.6869	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	10918762	683.0592	0.0001
wait/synch/mutex/innodb/srv_sys_mutex	8649705	589.4465	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	168623	367.0569	0.0022
wait/synch/mutex/innodb/purge_sys_pq_mutex	1239734	129.4982	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	438501	92.1446	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	41.1116	0.0000
