EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1025	0.1559	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	248	0.0968	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	180	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	132	0.0233	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	20	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	275072751	16064236.9307	0.0584
wait/io/file/innodb/innodb_data_file	31260334	7519161.0665	0.2405
wait/synch/sxlock/innodb/btr_search_latch	189881669	2379541.9997	0.0125
wait/synch/sxlock/innodb/hash_table_locks	1684082347	199835.9830	0.0001
wait/synch/mutex/innodb/lock_mutex	290047848	179563.4936	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	235255105	163563.8389	0.0007
wait/lock/table/sql/handler	147852006	123211.2513	0.0008
wait/synch/mutex/innodb/log_sys_mutex	213113427	84724.5863	0.0004
wait/synch/mutex/innodb/buf_pool_mutex	241569117	66993.9218	0.0003
wait/synch/mutex/innodb/fil_system_mutex	294526555	66395.1778	0.0002
wait/synch/mutex/innodb/trx_mutex	1510992266	56384.9933	0.0000
wait/io/file/innodb/innodb_log_file	28498	51616.5404	1.8112
wait/synch/mutex/innodb/trx_sys_mutex	137344277	34176.8883	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5347053	31528.8470	0.0059
wait/synch/sxlock/innodb/dict_operation_lock	101094355	9570.8695	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	951791	7939.5456	0.0083
wait/synch/mutex/innodb/redo_rseg_mutex	28870337	7193.8902	0.0002
wait/synch/mutex/innodb/sync_array_mutex	20241752	6857.5933	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	5688292	6120.9617	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	72471777	3073.2907	0.0000
wait/synch/mutex/innodb/flush_list_mutex	32871401	3012.1797	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	20974274	2967.0002	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14058321	1114.6580	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	290	922.3144	3.1804
wait/synch/mutex/innodb/dict_sys_mutex	2550649	843.2826	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	3950489	285.0302	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	3991441	256.7875	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	76287	193.8366	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	487817	47.6395	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	246481	32.7272	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	18915	5.6790	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	20825	3.7934	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1150	0.2354	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1035	0.1576	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	135	0.0238	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	20	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	277489557	16228826.6118	0.0585
wait/io/file/innodb/innodb_data_file	31534477	7606617.6020	0.2412
wait/synch/sxlock/innodb/btr_search_latch	191577635	2396398.7909	0.0125
wait/synch/sxlock/innodb/hash_table_locks	1698805239	201513.0027	0.0001
wait/synch/mutex/innodb/lock_mutex	292590812	181299.8361	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	237309583	166039.3693	0.0007
wait/lock/table/sql/handler	149150974	124287.5744	0.0008
wait/synch/mutex/innodb/log_sys_mutex	214973147	85339.2890	0.0004
wait/synch/mutex/innodb/buf_pool_mutex	243775811	67401.0792	0.0003
wait/synch/mutex/innodb/fil_system_mutex	297100454	67018.2778	0.0002
wait/synch/mutex/innodb/trx_mutex	1524265974	56878.3644	0.0000
wait/io/file/innodb/innodb_log_file	28536	51901.6350	1.8188
wait/synch/mutex/innodb/trx_sys_mutex	138550388	34452.9608	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5391979	32062.3964	0.0059
wait/synch/sxlock/innodb/dict_operation_lock	101982511	9651.4720	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	967515	8009.8849	0.0083
wait/synch/mutex/innodb/redo_rseg_mutex	29123860	7235.0370	0.0002
wait/synch/mutex/innodb/sync_array_mutex	20410107	6903.5133	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	5758600	6231.2059	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	73108219	3100.2104	0.0000
wait/synch/mutex/innodb/flush_list_mutex	33188985	3035.1664	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	21157715	2987.7548	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14167268	1122.6936	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	294	933.6275	3.1756
wait/synch/mutex/innodb/dict_sys_mutex	2573199	846.1073	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	3985780	287.1517	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4038063	259.6994	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	76911	195.3480	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	492440	48.2103	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	247845	32.9158	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19043	5.6915	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	21002	3.8232	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1160	0.2373	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1045	0.1589	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	136	0.0239	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	20	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	279848981	16395288.2156	0.0586
wait/io/file/innodb/innodb_data_file	31799355	7698901.0217	0.2421
wait/synch/sxlock/innodb/btr_search_latch	193240087	2411646.4400	0.0125
wait/synch/sxlock/innodb/hash_table_locks	1713138671	203180.5967	0.0001
wait/synch/mutex/innodb/lock_mutex	295074888	183495.5627	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	239306148	168072.0429	0.0007
wait/lock/table/sql/handler	150418113	125353.0100	0.0008
wait/synch/mutex/innodb/log_sys_mutex	216788088	85978.9294	0.0004
wait/synch/mutex/innodb/buf_pool_mutex	245920330	67775.3995	0.0003
wait/synch/mutex/innodb/fil_system_mutex	299602076	67610.0575	0.0002
wait/synch/mutex/innodb/trx_mutex	1537217420	57368.7279	0.0000
wait/io/file/innodb/innodb_log_file	28574	52230.0657	1.8279
wait/synch/mutex/innodb/trx_sys_mutex	139728753	34714.3902	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5435501	32546.2540	0.0060
wait/synch/sxlock/innodb/dict_operation_lock	102849302	9731.8298	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	981242	8116.1637	0.0083
wait/synch/mutex/innodb/redo_rseg_mutex	29371381	7296.9348	0.0002
wait/synch/mutex/innodb/sync_array_mutex	20565830	6944.7331	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	5824602	6327.0451	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	73729719	3126.9618	0.0000
wait/synch/mutex/innodb/flush_list_mutex	33503272	3058.8319	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	21337010	3010.6287	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14273353	1132.5440	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	296	939.3690	3.1735
wait/synch/mutex/innodb/dict_sys_mutex	2594162	848.8111	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4020028	289.5388	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4083542	262.6416	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	77520	196.4511	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	497626	48.7391	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	249331	33.1350	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19174	5.6988	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	21167	3.8526	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1169	0.2402	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1054	0.1678	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	137	0.0241	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	20	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	282246699	16561055.6143	0.0587
wait/io/file/innodb/innodb_data_file	32071594	7788987.3337	0.2429
wait/synch/sxlock/innodb/btr_search_latch	194927380	2427142.9610	0.0125
wait/synch/sxlock/innodb/hash_table_locks	1727725109	204853.3296	0.0001
wait/synch/mutex/innodb/lock_mutex	297597710	185927.5213	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	241342055	169963.1614	0.0007
wait/lock/table/sql/handler	151707205	126423.3147	0.0008
wait/synch/mutex/innodb/log_sys_mutex	218632807	86619.2728	0.0004
wait/synch/mutex/innodb/fil_system_mutex	302151999	68215.6919	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	248107163	68203.3941	0.0003
wait/synch/mutex/innodb/trx_mutex	1550387866	57859.8203	0.0000
wait/io/file/innodb/innodb_log_file	28610	52547.5769	1.8367
wait/synch/mutex/innodb/trx_sys_mutex	140925708	34998.0007	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5479508	33049.9574	0.0060
wait/synch/sxlock/innodb/dict_operation_lock	103731206	9812.3315	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	995926	8173.1089	0.0082
wait/synch/mutex/innodb/redo_rseg_mutex	29622671	7329.1511	0.0002
wait/synch/mutex/innodb/sync_array_mutex	20728825	6992.7975	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	5894038	6428.0313	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	74361367	3154.0271	0.0000
wait/synch/mutex/innodb/flush_list_mutex	33823434	3082.6181	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	21518939	3031.7475	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14382233	1140.5674	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	298	945.0066	3.1712
wait/synch/mutex/innodb/dict_sys_mutex	2616734	851.5490	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4054943	291.9782	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4129408	265.4546	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	78171	197.9612	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	502822	49.1975	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	250774	33.3444	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19311	5.7104	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	21336	3.8798	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1179	0.2421	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1064	0.1693	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	138	0.0242	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	20	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	284808893	16717031.4625	0.0587
wait/io/file/innodb/innodb_data_file	32363339	7869594.8684	0.2432
wait/synch/sxlock/innodb/btr_search_latch	196739412	2442680.0060	0.0124
wait/synch/sxlock/innodb/hash_table_locks	1743359191	206633.2827	0.0001
wait/synch/mutex/innodb/lock_mutex	300294919	188172.8541	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	243522818	171988.7737	0.0007
wait/lock/table/sql/handler	153085217	127562.8153	0.0008
wait/synch/mutex/innodb/log_sys_mutex	220605524	87281.7832	0.0004
wait/synch/mutex/innodb/fil_system_mutex	304882419	68856.8925	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	250471898	68637.3600	0.0003
wait/synch/mutex/innodb/trx_mutex	1564470735	58381.6754	0.0000
wait/io/file/innodb/innodb_log_file	28654	52928.5950	1.8472
wait/synch/mutex/innodb/trx_sys_mutex	142205012	35292.3460	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5526666	33417.0046	0.0060
wait/synch/sxlock/innodb/dict_operation_lock	104673122	9897.2444	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1011945	8373.7388	0.0083
wait/synch/mutex/innodb/redo_rseg_mutex	29891257	7366.9074	0.0002
wait/synch/mutex/innodb/sync_array_mutex	20899309	7040.8646	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	5968785	6544.2305	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	75036217	3182.3265	0.0000
wait/synch/mutex/innodb/flush_list_mutex	34172298	3107.1161	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	21713997	3053.8675	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14498760	1148.9498	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	302	956.4077	3.1669
wait/synch/mutex/innodb/dict_sys_mutex	2640172	854.5153	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4092127	294.6870	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4178701	268.5399	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	78969	199.5222	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	507906	49.6593	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	252363	33.5723	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19444	5.7227	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	21555	3.9166	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1189	0.2436	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1074	0.1708	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	139	0.0244	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	20	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	286897351	16896417.3505	0.0589
wait/io/file/innodb/innodb_data_file	32608159	7976019.9611	0.2446
wait/synch/sxlock/innodb/btr_search_latch	198233292	2454808.5115	0.0124
wait/synch/sxlock/innodb/hash_table_locks	1756023611	208173.6464	0.0001
wait/synch/mutex/innodb/lock_mutex	302492503	190918.7187	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	245281754	175091.7667	0.0007
wait/lock/table/sql/handler	154208157	128534.8484	0.0008
wait/synch/mutex/innodb/log_sys_mutex	222213944	87787.3986	0.0004
wait/synch/mutex/innodb/fil_system_mutex	307125337	69437.3615	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	252429364	69029.7424	0.0003
wait/synch/mutex/innodb/trx_mutex	1575947410	58830.4732	0.0000
wait/io/file/innodb/innodb_log_file	28688	53198.4370	1.8544
wait/synch/mutex/innodb/trx_sys_mutex	143247830	35524.9138	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5565108	34285.3002	0.0062
wait/synch/sxlock/innodb/dict_operation_lock	105441461	9971.2560	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1028904	8494.2874	0.0083
wait/synch/mutex/innodb/redo_rseg_mutex	30110263	7464.7907	0.0002
wait/synch/mutex/innodb/sync_array_mutex	21031687	7082.3265	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	6035420	6660.9724	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	75586421	3206.9879	0.0000
wait/synch/mutex/innodb/flush_list_mutex	34462313	3129.2020	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	21873324	3073.0988	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14593455	1156.2626	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	304	962.2309	3.1652
wait/synch/mutex/innodb/dict_sys_mutex	2659633	857.0055	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4122416	296.6075	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4219229	271.2096	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	79461	200.4235	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	512717	50.1602	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	253606	33.7734	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19559	5.7737	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	21737	3.9482	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1199	0.2460	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1084	0.1724	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	140	0.0249	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	21	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	289187381	17068453.2726	0.0590
wait/io/file/innodb/innodb_data_file	32870981	8071458.9761	0.2455
wait/synch/sxlock/innodb/btr_search_latch	199857858	2468940.5128	0.0124
wait/synch/sxlock/innodb/hash_table_locks	1769947920	209785.0174	0.0001
wait/synch/mutex/innodb/lock_mutex	304897752	194168.8824	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	247220726	177301.9505	0.0007
wait/lock/table/sql/handler	155437150	129562.2120	0.0008
wait/synch/mutex/innodb/log_sys_mutex	223973161	88378.4141	0.0004
wait/synch/mutex/innodb/fil_system_mutex	309567319	70098.0637	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	254554560	69381.3796	0.0003
wait/synch/mutex/innodb/trx_mutex	1588501864	59302.8440	0.0000
wait/io/file/innodb/innodb_log_file	28722	53449.2910	1.8609
wait/synch/mutex/innodb/trx_sys_mutex	144388975	35783.4996	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5607080	34905.3546	0.0062
wait/synch/sxlock/innodb/dict_operation_lock	106280636	10048.6218	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1045224	8595.7652	0.0082
wait/synch/mutex/innodb/redo_rseg_mutex	30350574	7544.1078	0.0002
wait/synch/mutex/innodb/sync_array_mutex	21180826	7119.1023	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	6106322	6774.5253	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	76188273	3233.2918	0.0000
wait/synch/mutex/innodb/flush_list_mutex	34777120	3152.9138	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	22047485	3093.5568	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14697607	1163.8737	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	308	973.6758	3.1613
wait/synch/mutex/innodb/dict_sys_mutex	2680203	859.5725	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4155946	298.5349	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4263694	273.9822	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	80052	201.4264	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	517369	50.6000	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	254981	33.9843	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19697	5.7841	0.0003
